figure,printed_panel,build_path,source_dir,source_file,source_script,source_data,printed_rect_mm,reproduces_published,note,verdict,verdict_date,evidence,verdict_note
5,G,slotted,05_C,05_C/macrophage_top_ligands_violin.svg,05_C/create_panel_c_ligand_violin.py,BASE_DIR; NICHENET_DIR; ligand_activities.csv,"83.1,47.9,113.9,112.4",yes,"2026-09-14: ligand names italic; inner box lines at RULE_PT; every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 30.8 x 72 mm on the v2 grid (published 30.8 x 64.5; 12_Figure_Refactor/build_grid_v2.py). Redrawn 1:1 at 30.8 x 64.5 mm. Gates pass: 6-7 pt, one family, 19 vector <text>, no <image>, no overlapping text, overflow (0,0,0,0), letter cell clear, 96% x 98% fill. Content gate CONTENT IDENTICAL, no rename or removal fired.",reproduced,2026-09-15,10_Reproduction/Figure_5_G.png,"Re-run 2026-09-15 (author's rulings of 2026-09-14 evening): frame top pinned, violins off the y axis. Same values. structural +0.28, panel states no numbers, words 100%, vs archive +0.38"
5,H,slotted,05_F,05_F/nfkb_radar_celltype_enrichment.svg,05_F/create_panel_f_radar.py,BASE_DIR; nfkb_per_celltype_sound13.csv; nfkb_rankings_used.csv,"119.5,47.1,164.1,80.1",yes,"2026-09-14: thirteen spoke names in full, read along their spokes; Pre-treatment/Post-treatment key; markers 0.41 mm; every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 44.6 x 38 mm on the v2 grid (published 44.6 x 33; 12_Figure_Refactor/build_grid_v2.py). 2026-09-11: rebuilt at the new height; five spokes and the series key keep their short forms - both full-length placements were built and convicted (see the script). Redrawn 1:1 at 44.6 x 33.0 mm. Gates pass. Content gate CONTENT IDENTICAL with nine declared renames: five spoke names and the two series names shortened. Reads the adopted sound-input table nfkb_per_celltype_sound13.csv, unchanged. NOTE: this panel's PDF is spliced into the patched Figure 5 by PANEL_SWAPS, so re-running patch_figure_annotations.py would put the redraw into the shipped page; the previous file is in 07_Archive/2026-09-08_round19_figure5/figure5_panel_outputs_before_redraw.tar.gz. Round 38: 'NES' centred over the ring as the page prints it; ring numbers at 10 degrees; legend under the names; ring 9.8 mm, names at r 2.8.",reproduced,2026-09-15,10_Reproduction/Figure_5_H.png,"Re-run 2026-09-15 (author's rulings of 2026-09-14 evening): horizontal names round a 11.5 mm ring, legend under the ring. Same values. structural +0.71, panel states no numbers, words 100%, vs archive +0.21"
5,I,slotted,05_G,05_G/panel_g_gsea_4types.svg,05_G/create_panel_g_gsea_2types.py,BASE_DIR; FIBROBLAST_H5AD; EPITHELIAL_H5AD,"119.5,80.3,164.1,109.9",yes,"2026-09-14: every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 44.6 x 30 mm on the v2 grid (published 44.6 x 29.6; 12_Figure_Refactor/build_grid_v2.py). NOT ACCEPTED, awaiting a ruling. Drawn at 44.6 x 29.6 mm; size, type, family and editability gates pass and the content gate is CONTENT IDENTICAL with two declared removals, but eight pairs of strings overlap (worst 5.33 mm2) and two strings lose a glyph under an opaque background. Measured off the published page: within panel I's rect the ink forms four bands - 81.5-92.2 mm (the fibroblast curve), 92.3-94.1 (its rank labels), 96.9-107.9 (the epithelial curve), 108.1-109.9 (its rank labels) - with 94.1-96.9 mm empty. There is no gene-hit strip on the page, and no 'Hits' or 'Gene Rank' string anywhere in the rect. The panel script draws two hit strips with both labels. The published panel's upper y label is also clipped mid-word, as 'Enrichment Scor'. The script and the published figure therefore already disagree, independently of the redraw, and four axes with two titles and two three-line annotation boxes do not fit 29.6 mm at 6 pt. Dropping the strips would remove plotted data, so it is not done here. Round 38: ES curves and stats read from data/ (cnsfig.cache); the stats block stands beside a narrowed plotting box instead of over the curve's tail, unframed; slot to 128 mm.",reproduced,2026-09-15,10_Reproduction/Figure_5_I.png,"Re-run 2026-09-15 (author's rulings of 2026-09-14 evening): each curve its own y label (ES). Same values. structural +0.07, numbers 4/4, words 100%, vs archive +0.05"
5,J,slotted,05_I; 05_J; 05_K; 05_DC_CD274,05_I/cd274_momac_boxplot.svg; 05_J/cd274_epithelial_boxplot.svg; 05_K/cd274_fibroblast_boxplot.svg; 05_DC_CD274/cd274_dc_boxplot.svg,05_I/create_cd274_momac_boxplot.py; 05_J/create_cd274_epithelial_boxplot.py; 05_K/create_cd274_fibroblast_boxplot.py; 05_DC_CD274/create_cd274_dc_boxplot.py,MOMAC_H5AD; OUT_DIR; EPITHELIAL_H5AD; OUT_DIR; FIBROBLAST_H5AD; OUT_DIR; DC_CELLS_H5AD; OUT_DIR,"2.8,114.6,89.6,143.3",yes,"2026-09-16 (the author's fifth reading): all four boxes boxes and brackets through cnsfig.boxes (draw_boxes/bracket: RULE_PT lines, 0.79 mm open fliers, the label's ink 0.4 mm above the bracket line) at the author's ruling of one box style throughout; DECLARED DEPARTURE, visualisation only: the individual sample points are no longer drawn (author's ruling 2026-09-16); fliers now drawn where showfliers=False hid them (Epithelial: 3); comparator against ba16ba3: only removed point collections and bracket/label positions moved (scratchpad/r41w2/cmp_*.log). 2026-09-14: titles in full (Monocytes/Macrophages on the canvas), R (n=5)/NR (n=6) ticks, points 0.43 mm, P two decimals; every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 86.8 x 35 mm on the v2 grid (published 86.8 x 28.7; 12_Figure_Refactor/build_grid_v2.py). 2026-09-11: sub-box titles Epithelial, Fibroblast, DC cells restored; the 18.1 mm MoMac box keeps its short name (both long forms refused by fit_margins). All four boxes redrawn 1:1 at their printed sub-boxes (18.1 x 26.2, 20.7 x 26.0, 20.8 x 26.0, 18.3 x 25.7 mm) and every gate passes. Content gate CONTENT IDENTICAL with the box titles and the response tick labels declared as renames and the repeated y-axis label as a removal. The sample counts are out of the tick labels and belong in the figure legend: at 6 pt '(n=5)' sets 5.0 mm and the two ticks of box 1 are 2.71 mm apart, so the counts overprint each other wherever they are drawn, and even deleting the shared axis label leaves them 0.4 mm short. Y tick labels stay on all four boxes: the four ranges differ, so one shared limit would redraw the data. Round 38: stars at STAR_PT through p_text_kw; headroom 0.24 -> 0.42 of the range so the star clears the two-line title (all four boxes).",reproduced,2026-09-16,10_Reproduction/Figure_5_J.png,"Re-run 2026-09-15 (author's rulings of 2026-09-14 evening): the four boxes framed by cnsfig.boxes.finish_two_group on the row's line, off the spines, star for P < 0.05. Same values. structural -0.07, numbers 4/4, words 100%, vs archive +0.19"
5,K,slotted,05_O,05_O/tex_nfkb_scatter_cd8.svg,05_O/create_tex_nfkb_scatter_cd8.py,TCD8_H5AD; OUT_DIR,"89.8,114.6,112.3,143.3",yes,"2026-09-16 (the author's fifth reading: 'the K and M titles should line up with the row'): the title is canvas text at 7 pt with its baseline on J's and L's title line (sweep_pages.check_title_rows, 2.87 mm higher than before); comparator: the axes-title string moved to the canvas, nothing else (scratchpad/r41w2). 2026-09-14: title regular weight, points 0.48 mm as published; every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 22.5 x 35 mm on the v2 grid (published 22.5 x 28.7; 12_Figure_Refactor/build_grid_v2.py). Redrawn 1:1 at 22.5 x 28.7 mm. Gates pass. Content gate CONTENT IDENTICAL with two declared renames: the correlation and its P value on separate title lines, the exponent written out rather than set as mathtext (which draws superscripts at 70%, i.e. 4.9 pt), and the y axis label on one line.",reproduced,2026-09-16,10_Reproduction/Figure_5_K.png,"Re-run 2026-09-15 (author's rulings of 2026-09-14 evening): box on the row's line, rho inside, P in the legend (corr_stats). Same values. structural -0.01, numbers 2/2, printed side has no text layer, vs archive +0.02"
5,L,slotted,05_IL6_CD4,05_IL6_CD4/il6_stat3_cd4t_boxplot.svg,05_IL6_CD4/create_il6_stat3_cd4t_boxplot.py,TCD4_H5AD; OUT_DIR,"115.2,114.7,133.7,143.3",yes,"2026-09-16 (the author's fifth reading): boxes and brackets through cnsfig.boxes (draw_boxes/bracket: RULE_PT lines, 0.79 mm open fliers, the label's ink 0.4 mm above the bracket line) at the author's ruling of one box style throughout; DECLARED DEPARTURE, visualisation only: the individual sample points are no longer drawn (author's ruling 2026-09-16); comparator against ba16ba3: only removed point collections and bracket/label positions moved (scratchpad/r41w2/cmp_*.log). 2026-09-14: title 'IL-6/JAK/STAT3 / CD4+ T cells' on the canvas below the letter cell, R (n=5)/NR (n=6) ticks, P two decimals; every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 18.5 x 35 mm on the v2 grid (published 18.5 x 28.6; 12_Figure_Refactor/build_grid_v2.py). 2026-09-11: P-value bracket lifted and the top y tick pruned so the string no longer overhangs onto a tick label. Redrawn 1:1 at 18.5 x 28.6 mm. Gates pass. Content gate CONTENT IDENTICAL with three declared renames: the gene set named in full on one line in the axis label, the title carrying the cell type alone as the box titles of panel J do, and the sample counts moved from the tick labels to the figure legend. Round 38: star at STAR_PT through p_text_kw; headroom 0.42 of the range so the star clears the two-line title.",reproduced,2026-09-16,10_Reproduction/Figure_5_L.png,"Re-run 2026-09-15 (author's rulings of 2026-09-14 evening): framed by finish_two_group on the row's line, wider slot, star. Same values. structural +0.13, numbers 1/1, printed side has no text layer, vs archive +0.03"
5,M,slotted,05_Q,05_Q/th17_nfkb_scatter_cd4.svg,05_Q/create_th17_nfkb_scatter_cd4.py,TCD4_H5AD; OUT_DIR,"136.8,114.7,160.4,142.2",yes,"2026-09-16 (the author's fifth reading: 'the K and M titles should line up with the row'): the title is canvas text at 7 pt with its baseline on J's and L's title line (sweep_pages.check_title_rows, 2.87 mm higher than before); comparator: the axes-title string moved to the canvas, nothing else (scratchpad/r41w2). 2026-09-14: title regular weight, points 0.48 mm as published; every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 23.6 x 35 mm on the v2 grid (published 23.6 x 27.5; 12_Figure_Refactor/build_grid_v2.py). Redrawn 1:1 at 23.6 x 27.5 mm. Gates pass. Content gate CONTENT IDENTICAL with one declared rename: the correlation and its P value on separate title lines. A title wider than the box it is centred on cannot be fitted at all - narrowing the box by a millimetre moves the title's edge by half of one.",reproduced,2026-09-16,10_Reproduction/Figure_5_M.png,"Re-run 2026-09-15 (author's rulings of 2026-09-14 evening): box on the row's line, rho inside, P in the legend (corr_stats). Same values. structural -0.02, numbers 2/2, printed side has no text layer, vs archive +0.03"
5,N,slotted,05_GSEA_Summary,05_GSEA_Summary/gsea_dotplot_momac.svg; 05_GSEA_Summary/gsea_dotplot_epithelial.svg; 05_GSEA_Summary/gsea_dotplot_fibroblast.svg; 05_GSEA_Summary/gsea_dotplot_dc.svg; 05_GSEA_Summary/gsea_legend.svg,05_GSEA_Summary/create_gsea_4panels.py; 05_GSEA_Summary/run_gsea_5celltypes.py; 05_GSEA_Summary/run_gsea_momac.py,BASE_DIR; DATA_DIR; PANEL_DIR; gsea_combined_5types.csv,"2.8,145.0,158.8,175.3",yes,"2026-09-16 (the author's fifth reading: 'the p > 0.10 dots could be smaller'): that tier's area 60/150 -> 30/150 of the largest (key dot alike); comparator: 14 dot sizes and the key dot, nothing else (scratchpad/r41w2). 2026-09-14: dots at the published three sizes (0.76/0.98/1.20 mm), y range 0.7-2.25, colour-bar ticks -1 0 1 on a wider bar; every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 156 x 36 mm on the v2 grid (published 156 x 30.3; 12_Figure_Refactor/build_grid_v2.py). 2026-09-11: legend headings Significance and Enrichment restored, at tick size, flush to the strip's left edge. All five boxes redrawn 1:1 at their printed sub-boxes (four dotplots 33.2-33.3 x 26.8 mm, legend strip 12.0 x 25.6 mm) and every gate passes. Content gate CONTENT IDENTICAL with the eight Hallmark names, the two legend headings declared as renames and two legend strings as removals. Each dotplot keeps its own eight labels: the pathways are sorted by NES within cell type, so the four boxes print four different orders and one shared set would name the wrong dot in three of them. The labels are set at 60 degrees rather than 45: eight ticks across this box are 3.1 mm apart, and at 45 degrees two baselines are 3.1/sqrt(2) = 2.2 mm apart against the 2.3 mm a 6 pt line occupies, so they touch whatever their length. The four dotplots were not collapsed into one matrix.",reproduced_by_reading,2026-09-16,10_Reproduction/Figure_5_N.png,"Re-run 2026-09-15 (author's rulings of 2026-09-14 evening): dots 1.3x across, frames pinned to one line. Same values. structural -0.08, panel states no numbers, words 56%, vs archive +0.04; read 2026-08-30: 8 hallmarks in the printed order, NES 1.89 down to 1.13"
6,,supplied,Main_Figures/_supplied,Main_Figures/_supplied/Figure_6.pdf,,,,na,"Schematic; no panel script draws it. Ships as a page supplied whole by the author: build_shipped_figures.py collects it from Main_Figures/_supplied/Figure_6.pdf under the 'supplied' mechanism and copies it byte for byte, writing nothing into it (md5 6de53514ebc8b45c5d2a28b964846221). It replaces the patched build, in which patch_figure_annotations.py redacted the 'Pan-TME ' qualifier from the submitted page; that patch is retired in place, because the qualifier is absent at source. Measured against 00_GROUND_TRUTH/figures/Figure 6.pdf: page 254.00 x 177.80 mm unchanged; two embedded Roboto faces and no others; all 14 placed images byte-identical and at identical rectangles, 13 of them substantive, none lost and none added; 41 vector paths against 40, differing only by an added opaque white page background; 41 of the 48 text spans identical in string, size, font and origin. The seven that differ are the label block and the NF-kB spans: 'Pan-TME ' becomes 'Multi-Lineage ' on the same baseline, y = 269.58 pt; 'NF-kB Activation' keeps its baseline, y = 281.58 pt, and takes a Greek kappa; the five other 'NF-kB' spans take the same kappa at unchanged origins. Six Greek NF-kappa-B, no ASCII NF-kB, no 'Pan-TME', both IL-1beta labels intact. Against the figure it replaces, 1.31 per cent of pixels differ at 150 dpi across thirteen regions - the label block, the six NF-kB spans and antialiasing along the added background - so the difference is not confined to the label block. check_figure_annotations.py still compares it against the submitted page, as a figure that derives from that page rather than one redrawn from its own rasters: 13 substantive images submitted, 13 shipped, none lost.",,,,
S8,A,built,Supplementary_New/S8_CEACAM5_vs_CEACAM6/S8_A,,Supplementary_New/_drivers/draw_mp_direction_and_prepost.py; 02_New_Analyses/03_R1.4_MP_Direction_PrePost/scripts/mp_direction_and_prepost.py,,,yes,"Renumbered S7 A -> S8 A on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading: box plots alike throughout): boxes and brackets through cnsfig.boxes (draw_boxes/bracket: RULE_PT lines, 0.79 mm open fliers, the label's ink 0.4 mm above the bracket line) at the author's ruling of one box style throughout, the three stacked brackets black; DECLARED DEPARTURE, visualisation only: the individual sample points are no longer drawn (author's ruling 2026-09-16); content check per axes CONTENT IDENTICAL, points removed and bracket/label positions aside (scratchpad/r41w4/). Drawn at the millimetre size it prints at by Supplementary_New/_drivers/draw_mp_direction_and_prepost.py, which imports the analysis module named in source_script for its constants and reads the tables that module's main() already wrote; no statistic is recomputed and no matrix is reopened except where the original panel function was itself given one. Carries the content of S8A of the previous supplementary set, at the new letter. Round 38: P through panel_style_cns.p_text_kw (two decimals / star); page 171.10 mm wide.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, run through the driver's --check with every write diverted: CONTENT IDENTICAL against mp_direction_and_prepost.py's own panel function - every plotted value and every string matches.","New row. The panel replaces S8A of the previous supplementary set and is drawn from the same tables; the letter is new, the content is not."
S8,B,built,Supplementary_New/S8_CEACAM5_vs_CEACAM6/S8_B,,Supplementary_New/_drivers/draw_ceacam5_vs_ceacam6.py; 02_New_Analyses/04_R1.5_CEACAM5_vs_CEACAM6/scripts/ceacam5_vs_ceacam6.py,,,yes,"Renumbered S7 B -> S8 B on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading): boxes and brackets through cnsfig.boxes (draw_boxes/bracket: RULE_PT lines, 0.79 mm open fliers, the label's ink 0.4 mm above the bracket line) at the author's ruling of one box style throughout; DECLARED DEPARTURE, visualisation only: the individual sample points are no longer drawn (author's ruling 2026-09-16); content check per axes CONTENT IDENTICAL, points removed and bracket/label positions aside (scratchpad/r41w4/). Drawn at the millimetre size it prints at by Supplementary_New/_drivers/draw_ceacam5_vs_ceacam6.py, which imports the analysis module named in source_script for its constants and reads the tables that module's main() already wrote; no statistic is recomputed and no matrix is reopened except where the original panel function was itself given one. Carries the content of S8B of the previous supplementary set, at the new letter. Round 38: P through p_text_kw (declared renames, RENAMES_SUPPLEMENTARY); page 171.10 mm wide.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, run through the driver's --check with every write diverted: CONTENT IDENTICAL against ceacam5_vs_ceacam6.py's own panel function - every plotted value and every string matches.","New row. The panel replaces S8B of the previous supplementary set and is drawn from the same tables; the letter is new, the content is not."
S8,C,built,Supplementary_New/S8_CEACAM5_vs_CEACAM6/S8_C,,Supplementary_New/_drivers/draw_ceacam5_vs_ceacam6.py; 02_New_Analyses/04_R1.5_CEACAM5_vs_CEACAM6/scripts/ceacam5_vs_ceacam6.py,,,yes,"Renumbered S7 C -> S8 C on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading): boxes and brackets through cnsfig.boxes (draw_boxes/bracket: RULE_PT lines, 0.79 mm open fliers, the label's ink 0.4 mm above the bracket line) at the author's ruling of one box style throughout; DECLARED DEPARTURE, visualisation only: the individual sample points are no longer drawn (author's ruling 2026-09-16); content check per axes CONTENT IDENTICAL, points removed and bracket/label positions aside (scratchpad/r41w4/). Drawn at the millimetre size it prints at by Supplementary_New/_drivers/draw_ceacam5_vs_ceacam6.py, which imports the analysis module named in source_script for its constants and reads the tables that module's main() already wrote; no statistic is recomputed and no matrix is reopened except where the original panel function was itself given one. Carries the content of S8C of the previous supplementary set, at the new letter. Round 38: P through p_text_kw (declared renames); page 171.10 mm wide. 2026-09-16 annotated-proof ruling: removed the redundant on-panel IHC sample-size/test sentence and shortened the display label Summed (published) to Summed; the legend retains the design and test.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, run through the driver's --check with every write diverted: CONTENT IDENTICAL against ceacam5_vs_ceacam6.py's own panel function - every plotted value and every string matches. The 2026-09-16 label changes are declared in labels.py; all plotted values and box statistics remain sourced from the same cached tables.","New row. The panel replaces S8C of the previous supplementary set and is drawn from the same tables; the letter is new, the content is not."
S9,A,built,Supplementary_New/S9_Spatial_Confounders/S9_A,,Supplementary_New/_drivers/draw_spatial_confounders.py; 02_New_Analyses/05_R1.6_Spatial_Confounders/scripts/spatial_sample_level.py,,,yes,"Panel A shows immune-distance coefficients for each independent section, with precomputed means, 95% intervals and Wilcoxon annotations. The positive/total section-count labels were removed at the author's request; every plotted value is unchanged. Drawn at 80 x 52 mm with panel_style_cns.",reproduced,2026-09-16,Driver --check loads spatial_sample_level_sections.csv and spatial_sample_level.csv; the panel reads every plotted coefficient and summary directly from those adopted outputs. Visual gate: zero overflow and clear letter cell.,Authorised replacement of the prior sequential-adjustment panel; source statistics are unchanged.
S9,B,built,Supplementary_New/S9_Spatial_Confounders/S9_B,,Supplementary_New/_drivers/draw_spatial_confounders.py; 02_New_Analyses/05_R1.6_Spatial_Confounders/scripts/spatial_sample_level.py,,,yes,"Panel B shows stroma-distance coefficients for each independent section, with precomputed means, 95% intervals and Wilcoxon annotations. The positive/total section-count labels were removed at the author's request; every plotted value is unchanged. Drawn at 80 x 52 mm with panel_style_cns.",reproduced,2026-09-16,Driver --check loads spatial_sample_level_sections.csv and spatial_sample_level.csv; the panel reads every plotted coefficient and summary directly from those adopted outputs. Visual gate: zero overflow and clear letter cell.,The prior TCGA scatter is restored as S9D; source statistics are unchanged.
S9,C,built,Supplementary_New/S9_Spatial_Confounders/S9_C,,Supplementary_New/_drivers/draw_spatial_confounders.py; 02_New_Analyses/05_R1.6_Spatial_Confounders/scripts/spatial_distance_map.py,,,yes,"Panel C is the representative-section spatial map, with CEACAM-high/low rows and low/medium/high epithelial-density columns. Density headings and median/eligible-spot annotations occupy dedicated header axes and cannot overlap the maps. The representative section, nearest-immune definition, seeded subsampling, colors and scale are owned by spatial_distance_map.py. Drawn at 161 x 68 mm with panel_style_cns.",reproduced,2026-09-16,"Driver --check reconstructs the map geometry and strictly matches all counts, medians, ratios and two-sided P values to spatial_distance_map.csv (rtol and atol 1e-12). Visual gate: zero overflow and clear letter cell.",All map summaries match the adopted table; only annotation placement changed.
S9,D,built,Supplementary_New/S9_Spatial_Confounders/S9_D,,Supplementary_New/_drivers/draw_tcga_immune_exclusion.py; 02_New_Analyses/05_R1.6_Spatial_Confounders/scripts/tcga_immune_exclusion.py,,,yes,"Restored TCGA-STAD scatter of BayesPrism-deconvolved epithelial CEACAM5/6 against ESTIMATE immune score, with the fit and purity-adjusted P value. This is the former S9B content relabeled D, drawn at 80 x 54 mm with panel_style_cns.",reproduced,2026-09-16,Driver --check compares the panel with axes 0 of the analysis module's original two-axis panel; every plotted value and string matches.,Restored at the author's request; data and plotted content are unchanged.
S9,E,built,Supplementary_New/S9_Spatial_Confounders/S9_E,,Supplementary_New/_drivers/draw_tcga_immune_exclusion.py; 02_New_Analyses/05_R1.6_Spatial_Confounders/scripts/tcga_immune_exclusion.py,,,yes,"Restored purity-adjusted immune-score coefficients and 95% intervals for the CEACAM5/6 mean and each gene separately. This is the former S9C content relabeled E, drawn at 80 x 54 mm with panel_style_cns.",reproduced,2026-09-16,Driver --check compares the panel with axes 1 of the analysis module's original two-axis panel; every plotted value and string matches.,Restored at the author's request; data and plotted content are unchanged.
S10,A,built,Supplementary_New/S10_MoMac_Identity_NFkB/S10_A,,Supplementary_New/_drivers/draw_momac_lineage.py; 02_New_Analyses/06_R1.7_MoMac_Lineage_Markers/scripts/momac_lineage.py,,,yes,"Renumbered S9 A -> S10 A on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading: 'text overlaps the plot'): 161 x 60 mm, the seven cluster labels placed clear of every marker and each other (measured in the driver); content check per axes CONTENT IDENTICAL, points removed and bracket/label positions aside (scratchpad/r41w4/). Drawn at the millimetre size it prints at by Supplementary_New/_drivers/draw_momac_lineage.py, which imports the analysis module named in source_script for its constants and reads the tables that module's main() already wrote; no statistic is recomputed and no matrix is reopened except where the original panel function was itself given one. Carries the content of S9C of the previous supplementary set, at the new letter. Round 38: box 115 -> 100 mm so that A shares its row with E; page 294 -> 233 mm tall.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, run through the driver's --check with every write diverted: CONTENT IDENTICAL against momac_lineage.py's own panel function - every plotted value and every string matches.","New row. The panel replaces S9C of the previous supplementary set and is drawn from the same tables; the letter is new, the content is not."
S10,B,built,Supplementary_New/S10_MoMac_Identity_NFkB/S10_B,,Supplementary_New/_drivers/draw_momac_lineage.py; 02_New_Analyses/06_R1.7_MoMac_Lineage_Markers/scripts/momac_lineage.py,,,yes,"Renumbered S9 B -> S10 B on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading: 'Monocyte and Macrophage horizontal, lines not so thick'): the two group labels at rotation 0 and the brackets at RULE_PT (scanpy's 1.5 pt); content unchanged (scratchpad/r41w4). 2026-09-15 (evening, second pass): 68 mm tall (74 until then), which brings S9 to 227 mm, under the 229.31 mm main-figure page every supplementary page is held to since that evening (sweep_pages.check_supp_page). Same 21 genes, same seven states, same values; --check reports its standing 'figures: length 3 vs 1' and nothing else. Drawn at the millimetre size it prints at by Supplementary_New/_drivers/draw_momac_lineage.py, which imports the analysis module named in source_script for its constants and reads the tables that module's main() already wrote; no statistic is recomputed and no matrix is reopened except where the original panel function was itself given one. Carries the content of S9D of the previous supplementary set, at the new letter. The gate reports one difference for this panel and it is not a content difference: figures length 3 vs 1. The original saves three formats by calling BasePlot.savefig three times and that method rebuilds the figure on every call, so the harness collects three copies of one figure. Measured over all five axes to 9 dp, original figure 0, 1 and 2 are identical to each other and each is identical to the panel drawn here, with 0 content and 0 tick differences.",reproduced,2026-09-16,"10_Reproduction/compare_panel_content.py, run through the driver's --check with every write diverted: see note.","New row. The panel replaces S9D of the previous supplementary set and is drawn from the same tables; the letter is new, the content is not."
S10,C,built,Supplementary_New/S10_MoMac_Identity_NFkB/S10_C,,Supplementary_New/_drivers/draw_nfkb_specificity.py; 02_New_Analyses/07_R1.8_NFkB_Specificity/scripts/nfkb_specificity.py,02_New_Analyses/13_R1.8_Neutrophil_Rebuilt_Recompute/outputs/nfkb_per_celltype_sound13.csv,,yes,"Renumbered S9 C -> S10 C on 2026-09-16 (S1 split into S1 and S2; S2-S9 became S3-S10), the directory renamed to the printed number with git mv, caches moved with the script, values unchanged (scratchpad/r41w5/). 2026-09-16 (the author's fifth reading: C, D and E on one row): 66 x 62 mm, the key above the plotting box; content check per axes CONTENT IDENTICAL, points removed and bracket/label positions aside (scratchpad/r41w4/). Drawn at the millimetre size it prints at by Supplementary_New/_drivers/draw_nfkb_specificity.py, which imports the analysis module named in source_script for its constants and reads the tables that module's main() already wrote; no statistic is recomputed and no matrix is reopened except where the original panel function was itself given one. Carries the content of S9E of the previous supplementary set, at the new letter.",reproduced,2026-09-16,"04_Manuscript_R1/verify_numbers.py now reads the four quantities each bar states - cell type, FDR q, Hallmark rank and n_sets - back off the drawn SVG and compares them row by row against the adopted table nfkb_per_celltype_sound13.csv: 13 of 13 agree. Shown able to fail: against the pre-repair panel archived at 07_Archive/2026-09-09_S9C_restyle_drawn_from_live_run/ it reports 10 of 13 diverging. That replaces the earlier evidence, which was 10_Reproduction/compare_panel_content.py through the driver's --check; that gate reported CONTENT IDENTICAL on 2026-09-08 while the panel printed the live run's numbers, because both of its sides were handed the same wrong frame. The driver now passes fr['g'], the adopted table, to both sides.","New row. The panel replaces S9E of the previous supplementary set and is drawn from the same tables; the letter is new, the content is not. Re-judged 2026-09-10 after the driver was repaired to draw from the adopted table: the values the panel prints are now checked against that table by verify_numbers.py rather than asserted in a comment."
